division_numeric_code,start_date,end_date,is_in_union,age_range,data_series_type,group_type_relative_to_baseline,contraceptive_use_modern,contraceptive_use_traditional,contraceptive_use_all,unmet_need_for_modern_methods,unmet_need_for_any_method,is_pertaining_to_methods_used_since_last_pregnancy,pertaining_to_methods_used_since_last_pregnancy_reason,has_geographical_region_bias,geographical_region_bias_reason,has_non_pregnant_and_other_positive_biases,non_pregnant_and_other_positive_biases_reason,age_group_bias,modern_method_bias,has_traditional_method_bias,traditional_method_bias_reason,has_absence_of_probing_questions_bias,se_modern,se_traditional,se_unmet_need,se_log_r_modern_no_use,se_log_r_traditional_no_use,se_log_r_unmet_no_need,source_id,record_id
384,1994.413696,1994.912354,N,15-49,DHS,UW,0.0823534,0.177896901,,0.177896901,,N,,N,,N,,None,None,N,,N,0.006176925,0.010573239,0,0.085259376,0.074219237,,1779,N_143
204,1996.416382,1996.665771,N,15-49,DHS,UW,0.0312491,0.148010332,,,0.056063959,N,,N,,N,,None,None,N,,N,0.00531954,0.014394212,0.006956275,0.183606368,0.11866613,0.139023818,1780,N_144
417,1997.580811,1997.912354,N,15-49,DHS,UW,0.0431810,0.001979787,,0.001979787,,N,,N,,N,,None,None,N,,N,0.006730301,0.001192975,0.00231722,0.16287155,0.603616357,0.470791779,1782,N_145
764,1987.161621,1987.493164,N,15-49,Other,FM,0.0141000,,0.0141,,,N,,N,,N,,None,None,Y,,N,,,,,,,1783,N_146
466,1987.161621,1987.662964,N,15-49,DHS,UW,0.0068801,0.027093815,,0.027093815,,N,,N,,N,,None,None,N,,N,,,,,,,1784,N_147
332,2005.747925,2006.493164,N,15-49,DHS,UW,0.0808518,0.017717798,,,0.06722576,N,,N,,N,,None,None,N,,N,0.008280931,0.00313123,0.005087482,0.112115498,0.181633582,0.08338288,1785,N_148
120,2004.084961,2004.665771,N,15-49,DHS,UW,0.1589312,0.103681705,,,0.053310001,N,,N,,N,,None,None,N,,N,0.004971836,0.002897994,0.0017509,0.063060362,0.070122075,0.080924278,1786,N_149
854,2003.413696,2003.912354,N,15-49,DHS,UW,0.1341921,0.011377113,,,0.046783074,N,,N,,N,,None,None,N,,N,0.00732498,6.01E-04,0.002090239,0.101962678,0.200338245,0.109246003,1787,N_150
340,2005.747925,2006.411011,N,15-49,DHS,UW,0.1176494,0.008086866,,,0.037141317,N,,N,,N,,None,None,N,,N,0.004527973,0.001187295,0.002321245,0.04593899,0.149279285,0.066476833,1788,N_151
356,2005.832886,2006.662964,N,15-49,DHS,UW,0.0664654,3.48E-04,,3.48E-04,,N,,N,,N,,None,None,N,,N,,,,,,,1792,N_152
795,2000.498657,2000.832886,N,15-49,DHS,UW,0.0260885,6.68E-04,,6.68E-04,,N,,N,,N,,None,None,N,,N,,,,,,,1793,N_153
686,1986.246582,1986.578125,N,15-49,DHS,UW,0.0352381,0.027619048,,0.027619048,,N,,N,,N,,None,None,N,,N,,,,,,,1794,N_154
686,1997,1997.32605,N,15-49,DHS,UW,0.0463241,0.015856962,,,0.032303099,N,,N,,N,,None,None,N,,N,0.00598365,0.002757678,0.003847815,0.144445084,0.184765071,0.129115321,1795,N_155
120,1991.246582,1991.745239,N,15-49,DHS,UW,0.0399701,0.262896596,,,0.037265108,N,,N,,N,,None,None,N,,N,0.005440248,0.017676978,0.005920204,0.149234657,0.094257524,0.168442087,1798,N_156
516,1992.498657,1992.915039,N,15-49,DHS,UW,0.1816558,0.01074394,,,0.073455099,N,,N,,N,,None,None,N,,N,0.011555435,0.002026622,0.004977792,0.077967698,0.191714692,0.074978054,1799,N_157
430,1986.084961,1986.578125,N,15-49,DHS,UW,0.0996743,0.024233298,,0.024233298,,N,,N,,N,,None,None,N,,N,,,,,,,1802,N_158
72,1988.583618,1989,N,15-49,DHS,UW,0.2729474,0.002863158,,0.002863158,,N,,N,,N,,None,None,N,,N,,,,,,,1803,N_159
800,1988.668457,1989.158936,N,15-49,DHS,UW,0.0294102,0.038580518,,0.038580518,,N,,N,,N,,None,None,N,,N,,,,,,,1804,N_160
818,2005.246582,2005.493164,N,15-49,Other,FM,0.0007700,,7.70E-04,,,N,,N,,N,,None,-,N,,N,0.00210822,0,0,0.372687047,,,1806,N_161
516,2000.668457,2001,N,15-49,DHS,UW,0.3358234,0.004046359,,,0.109106119,N,,N,,N,,None,None,N,,N,0.013651755,8.79E-04,0.006963264,0.061629817,0.267474248,0.075417123,1807,N_162
426,2004.668457,2005.082153,N,15-49,DHS,UW,0.1935400,0.005658696,,,0.100760137,N,,N,,N,,None,None,N,,N,0.006834777,0.001256799,0.00499606,0.061996007,0.2779944,0.075305649,1808,N_163
860,2002.665771,2002.997314,N,15-49,DHS,UW,0.0390132,0.005163511,,0.005163511,,N,,N,,N,,None,None,Y,,N,,,,,,,1809,N_164
116,2005.665771,2006.243896,N,15-49,DHS,UW,0.0031989,1.57E-04,,,0.004032002,N,,N,,N,,None,None,N,,N,8.66E-04,1.57E-04,9.94E-04,0.271665813,0.99984665,0.247486064,1812,N_165
50,2004,2004.413696,N,15-49,Other,FM,0.0118500,,0.01185,,,N,,N,,N,,None,-,N,,N,0.00899584,0,0,0.166165553,,,1813,N_166
50,1993.832886,1994.243896,N,15-49,Other,FM,0.0185600,,0.01856,,,N,,N,,N,,None,-,N,,N,0.008064717,0,0,0.170108011,,,1814,N_167
50,1996.835571,1997.243896,N,15-49,Other,FM,0.0202900,,0.02029,,,N,,N,,N,,None,-,N,,N,0.008795693,0,0,0.166925348,,,1815,N_168
50,1999.832886,2000.246582,N,15-49,Other,FM,0.0112700,,0.01127,,,N,,N,,N,,None,-,N,,N,0.006274617,0,0,0.158941021,,,1816,N_169
498,2005.413696,2005.662964,N,15-49,DHS,UW,0.1099317,0.034519188,,,0.031518158,N,,N,,N,,None,None,N,,N,0.006274333,0.003753166,0.003299185,0.067324065,0.120715873,0.120575659,1820,N_170
404,1988.917847,1989.411011,N,15-49,DHS,UW,0.0824824,0.074127907,,0.074127907,,N,,N,,N,,None,None,N,,N,,,,,,,1822,N_171
404,1993.084961,1993.662964,N,15-49,DHS,UW,0.1017252,0.047905736,,,0.057932285,N,,N,,N,,None,None,N,,N,0.00627239,0.003947116,0.004144352,0.079569839,0.099985524,0.08847444,1823,N_172
404,1998.084961,1998.578125,N,15-49,DHS,UW,0.1112679,0.043272021,,,0.097520246,N,,N,,N,,None,None,N,,N,0.005532954,0.003136073,0.005246602,0.07127109,0.10061236,0.077516073,1824,N_173
116,2000.084961,2000.580811,N,15-49,DHS,UW,0.0029393,8.16E-05,,8.16E-05,,N,,N,,N,,None,None,N,,N,9.77E-04,8.18E-05,0.001080977,0.333471454,1.001398469,0.194344218,1825,N_174
398,1995.328735,1995.745239,N,15-49,DHS,UW,0.0882552,0.029758966,,,0.024013661,N,,N,,N,,None,None,N,,N,0.008853217,0.00632694,0.00386418,0.129818364,0.228919194,0.196095544,1826,N_175
566,1999.161621,1999.411011,N,15-49,DHS,UW,0.0593287,0.04194901,,,0.037365783,N,,N,,N,,None,None,N,,N,0.004859268,0.003660017,0.002799183,0.093789969,0.096661748,0.097217138,1828,N_176
818,2000.084961,2000.328735,N,15-49,Other,FM,0.0012700,,0.00127,,,N,,N,,N,,None,-,N,,N,0.002497232,0,0,0.321470869,,,1830,N_177
454,2000.498657,2000.915039,N,15-49,DHS,UW,0.0995202,0.007124988,,,0.097001671,N,,N,,N,,None,None,N,,N,0.005150771,0.001037086,0.005178123,0.067712681,0.198291117,0.067391131,1833,N_178
454,1992.668457,1992.915039,N,15-49,DHS,UW,0.0348288,0.007150424,,,0.076230093,N,,N,,N,,None,None,N,,N,0.005484054,0.002595469,0.008845533,0.165612076,0.366802916,0.128307799,1834,N_179
232,1995.665771,1996.082153,N,15-49,DHS,UW,0.0118769,0.005209749,,,0.009018054,N,,N,,N,,None,None,N,,N,,,,,,,1835,N_180
608,1993.161621,1993.411011,N,15-49,DHS,UW,0.0074362,7.14E-04,,,0.003185692,N,,N,,N,,None,None,N,,N,0.001244618,3.64E-04,6.85E-04,0.17617096,0.511426494,0.234316375,1836,N_181
608,1998.084961,1998.32605,N,15-49,DHS,UW,0.0089622,0.001924102,,,0.006670088,N,,N,,N,,None,None,N,,N,0.001313847,6.41E-04,0.001212379,0.164559785,0.333951271,0.186217601,1837,N_182
834,2004.750732,2005.158936,N,15-49,DHS,UW,0.1266841,0.01738536,,,0.096237067,N,,N,,N,,None,None,N,,N,0.008873325,0.003141649,0.008093674,0.080655281,0.185124736,0.092536779,1838,N_183
50,2007.161621,2007.662964,N,15-49,Other,FM,0.0117200,,0.01172,,,N,,N,,N,,None,-,N,,N,0.006200421,0,0,0.167976255,,,1840,N_184
51,2005.665771,2005.997314,N,15-49,DHS,UW,0.0065262,0.001962949,,,0.005571968,N,,N,,N,,None,None,N,,N,0.002301367,0.001039367,0.002731,0.354922773,0.530470213,0.493383455,1843,N_185
68,2003.580811,2004.082153,N,15-49,DHS,UW,0.0695014,0.038839264,,,0.048801683,N,,N,,N,,None,None,N,,N,0.004084153,0.0032466,0.003081791,0.064102959,0.088175753,0.066616684,1844,N_186
454,2006.534302,2006.871216,N,15-49,MICS,UW,0.0942995,0.003584405,,0.003584405,,N,,N,,N,,None,None,N,,Y,0.003857997,8.70E-04,0,0.050000837,0.24764691,,1845,N_187
51,2000.750732,2001,N,15-49,DHS,UW,0.0048500,4.85E-04,,4.85E-04,,N,,N,,N,,None,None,N,,N,0.001481718,4.86E-04,9.71E-04,0.306984852,1.002175778,0.579407899,1848,N_188
232,2002.161621,2002.578125,N,15-49,DHS,UW,0.0135449,7.06E-04,,,0.017794945,N,,N,,N,,None,None,N,,N,,,,,,,1849,N_189
608,2003.413696,2003.745239,N,15-49,DHS,UW,0.0110348,0.001947447,,,0.010174463,N,,N,,N,,None,None,N,,N,0.001305969,6.85E-04,0.001204449,0.140049683,0.38875053,0.138403441,1850,N_190
524,2006.084961,2006.662964,N,15-49,DHS,UW,0.0253003,2.65E-04,,2.65E-04,,N,,N,,N,,None,None,N,,N,0.003800673,2.65E-04,0,0.154125743,1.00152243,,1851,N_191
646,1992.416382,1992.832886,N,15-49,DHS,UW,0.0258263,0.011378298,,,0.036586927,N,,N,,N,,None,None,N,,N,0.002910076,0.002122168,0.003773245,0.115694558,0.188700712,0.10759595,1854,N_192
646,2000.416382,2000.665771,N,15-49,DHS,UW,0.0118907,0.006954971,,,0.031955638,N,,N,,N,,None,None,N,,N,0.001745413,0.001236828,0.002472809,0.151090483,0.182045044,0.081133079,1855,N_193
231,2005.246582,2005.662964,N,15-49,DHS,UW,0.0201408,0.003713023,,,0.021522666,N,,N,,N,,None,None,N,,N,0.001986142,5.48E-04,0.001452896,0.141651964,0.281733108,0.143977697,1858,N_194
170,2004.750732,2005.493164,N,15-49,DHS,UW,0.2569354,0.032764662,,,0.04364385,N,,N,,N,,None,None,N,,N,0.003397728,0.001218433,0.002899667,0.024916556,0.051305125,0.076527746,1859,N_195
170,1990.328735,1990.662964,N,15-49,DHS,UW,0.0925808,0.01835281,,,0.016680268,N,,N,,N,,None,None,N,,N,0.00448927,0.002559642,0.001632416,0.078451519,0.172909908,0.148851121,1860,N_196
170,2000.084961,2000.49585,N,15-49,DHS,UW,0.2266620,0.047926915,,,0.037540146,N,,N,,N,,None,None,N,,N,0.004285837,0.002181478,0.001832136,0.037385773,0.066634628,0.074342335,1861,N_197
170,1995.161621,1995.493164,N,15-49,DHS,UW,0.1546445,0.034118581,,,0.034917657,N,,N,,N,,None,None,N,,N,0.00447548,0.002485228,0.001867268,0.0423259,0.085240892,0.078626374,1862,N_198
558,1992.841064,1993.117798,N,15-49,Other,UW,0.1127552,0.001151209,,0.001151209,,N,,N,,N,,None,None,N,,N,,,,,,,1863,N_199
686,1999.747925,1999.997314,N,15-49,DHS,UW,0.0483680,0.010770189,,0.010770189,,N,,N,,N,,None,None,Y,,N,,,,,,,1867,N_200
76,1996.164429,1996.49585,N,15-49,DHS,UW,0.2195553,0.012091456,,,0.049892325,N,,N,,N,,None,None,N,,N,0.006834112,0.001553659,0.00348735,0.043038143,0.142030721,0.076690782,1868,N_201
76,1986.328735,1986.662964,N,15-49,DHS,UW,0.0973189,0.017701699,,0.017701699,,N,,N,,N,,None,None,N,,N,,,,,,,1869,N_202
398,2006,2006.243896,N,15-49,MICS,UW,0.1101102,0.002567521,,0.002567521,,N,,N,,N,,None,None,N,,Y,0.005126073,7.46E-04,0,0.054099204,0.291936851,,1882,N_203
566,2003.161621,2003.662964,N,15-49,DHS,UW,0.1051559,0.043685483,,,0.07813553,N,,N,,N,,None,None,N,,N,0.004951954,0.002577566,0.0051077,0.086003291,0.194868575,0.130164025,1884,N_204
454,2004.750732,2005.082153,N,15-49,DHS,UW,0.0828361,0.007085194,,,0.098690163,N,,N,,N,,None,None,N,,N,0.005665208,0.001650962,0.006728308,0.074696408,0.235114268,0.076100324,1885,N_205
800,2000.668457,2001.243896,N,15-49,DHS,UW,0.1293619,0.01686136,,,0.088187692,N,,N,,N,,None,None,N,,N,0.010346649,0.002846947,0.00722163,0.092209928,0.17278159,0.091163348,1886,N_206
800,2006.328735,2006.830078,N,15-49,DHS,UW,0.1139017,0.013527878,,,0.083571662,N,,N,,N,,None,None,N,,N,0.006973497,0.001882912,0.005474309,0.074827516,0.159382157,0.073594904,1887,N_207
180,2007,2007.662964,N,15-49,DHS,UW,0.0835268,0.105783415,,,0.101201033,N,,N,,N,,None,None,N,,N,0.010839452,0.010808941,0.011105616,0.145277593,0.117798172,0.129183489,1888,N_208
328,2006.243896,2007.03833,N,15-49,MICS,UW,0.0983918,0.010073128,,0.010073128,,N,,N,,N,,None,None,N,,Y,0.009228408,0.002609102,0,0.10486196,0.264219314,,1893,N_209
624,2000.273926,2000.397217,N,15-49,MICS,UW,0.0699850,0.021601443,,0.021601443,,N,,N,,N,,None,None,N,,Y,,,,,,,1895,N_210
804,2005.835571,2005.986328,N,15-49,MICS,UW,0.2307315,0.016114996,,0.016114996,,N,,N,,N,,None,None,N,,Y,0.017312567,0.004795449,0,0.098145667,0.304519445,,1904,N_211
108,2000.293091,2000.386353,N,15-49,MICS,UW,0.0198163,0.005799903,,0.005799903,,N,,N,,N,,None,None,N,,Y,0.003635868,0.001637815,0,0.18726589,0.284205761,,1905,N_212
8,2005.747925,2005.912354,N,15-49,MICS,UW,0.0109464,0.002814105,,0.002814105,,N,,N,,N,,None,None,N,,Y,0.001989092,8.10E-04,0,0.259430376,0.458163419,,1906,N_213
780,2006.298584,2006.438354,N,15-49,MICS,UW,0.1584379,0.036611344,,0.036611344,,N,,N,,N,,None,None,N,,Y,0.007931961,0.006282701,0,0.062163767,0.179847425,,1915,N_214
496,2000.383545,2000.613647,N,15-49,MICS,UW,0.1108050,0.011019284,,0.011019284,,N,,N,,N,,None,None,N,,Y,0.006723534,0.001934806,0,0.078922442,0.197272977,,1916,N_215
740,2006.246582,2006.411011,N,15-49,MICS,UW,0.1920257,4.42E-04,,4.42E-04,,N,,N,,N,,None,None,N,,Y,0.009852882,4.43E-04,0,0.063920456,1.002751249,,1919,N_216
426,2000.164429,2000.413696,N,15-49,MICS,UW,0.1573261,0.001012829,,0.001012829,,N,,N,,N,,None,None,N,,Y,,,,,,,1920,N_217
562,2000.290405,2000.599976,N,15-49,MICS,UW,0.0485165,0.002570935,,0.002570935,,N,,N,,N,,None,None,N,,Y,,,,,,,1923,N_218
180,2001.284912,2001.786255,N,15-49,MICS,UW,0.0691570,0.158883839,,0.158883839,,N,,N,,N,,None,None,N,,Y,,,,,,,1935,N_219
694,2000.249268,2000.3479,N,15-49,MICS,UW,0.0939481,0.005537544,,0.005537544,,N,,N,,N,,None,None,N,,Y,0.007308588,0.002131989,0,0.122413687,0.492547013,,1936,N_220
24,2001.246582,2001.830078,N,15-49,MICS,UW,0.0528502,0.016378301,,0.016378301,,N,,N,,N,,None,None,N,,Y,0.00401445,0.003588576,0,0.097751355,0.242048589,,1937,N_221
780,2000.120605,2000.208252,N,15-49,MICS,UW,0.0832587,0.023724261,,0.023724261,,N,,N,,N,,None,None,N,,Y,0.005799885,0.001634148,0,0.076613766,0.072269934,,1938,N_222
174,2000.761597,2000.887695,N,15-49,MICS,UW,0.0818564,0.018900822,,0.018900822,,N,,N,,N,,None,None,N,,Y,0.01074605,0.002824524,0,0.156744431,0.228179264,,1941,N_223
740,1999.832886,2000.328735,N,15-49,MICS,UW,0.0939725,0.001478344,,0.001478344,,N,,N,,N,,None,None,N,,Y,0.007500037,0.001094277,0,0.088120143,0.741524962,,1945,N_224
768,1988.416382,1988.915039,N,15-49,DHS,UW,0.0430464,0.263796909,,0.263796909,,N,,N,,N,,None,None,N,,N,,,,,,,1946,N_225
894,1992,1992.413696,N,15-49,DHS,UW,0.0374231,0.015815015,,,0.064140135,N,,N,,N,,None,None,N,,N,0.003839751,0.002369106,0.005649132,0.1070174,0.153959205,0.096104736,1947,N_226
70,2006.367065,2006.520508,N,15-49,MICS,UW,0.0553978,0.020159825,,0.020159825,,N,,N,,N,,None,None,N,,Y,0.009159463,0.005838607,0,0.177086539,0.297221051,,2296,N_227
120,2006.331543,2006.465698,N,15-49,MICS,UW,0.2931484,0.071632332,,0.071632332,,N,,N,,N,,None,None,N,,Y,0.010575373,0.004131538,0,0.057410316,0.074785659,,2312,N_228
384,2006.616455,2006.830078,N,15-49,MICS,UW,0.1934376,0.039792081,,0.039792081,,N,,N,,N,,None,None,N,,Y,0.013592048,0.005942486,0,0.087714624,0.154428635,,2398,N_229
400,2007.413696,2007.912354,N,15-49,Other,FM,0.0010300,2.30E-04,,2.30E-04,,N,,N,,N,,None,None,Y,,N,0.002361993,8.00E-04,0,0.279863378,0.890749056,,2407,N_230
499,2005.747925,2006.082153,N,15-49,MICS,UW,0.1037927,0.034286684,,0.034286684,,N,,N,,N,,None,None,N,,Y,,,,,,,2456,N_231
548,2007.832886,2007.967163,N,15-49,MICS,UW,0.0927381,9.75E-04,,9.75E-04,,N,,N,,N,,None,None,N,,Y,0.011974431,2.48E-04,0,0.150676518,1.001343538,,2476,N_232
566,2007.161621,2007.284912,N,15-49,MICS,UW,0.1237183,0.020056946,,0.020056946,,N,,N,,N,,None,None,N,,Y,0.003766944,0.001118967,0,0.062263466,0.12391123,,2478,N_233
604,2003.915039,2006.997314,N,15-49,DHS,UW,0.1058055,0.04184625,,,0.027499173,N,,N,,N,,None,None,N,,N,0.004507513,0.003115566,0.001993074,0.052809696,0.087093372,0.081825757,2515,N_234
604,2010.161621,2010.997314,N,15-49,DHS,UW,0.1390228,0.043411543,,,0.026900376,N,,N,,N,,None,None,N,,N,0.005442431,0.002636368,0.001983387,0.048857519,0.071185822,0.081567478,2516,N_235
604,2007,2008.832886,N,15-49,DHS,UW,0.1267210,0.040612154,,,0.030674443,N,,N,,N,,None,None,N,,N,0.005593543,0.002617777,0.001910743,0.054601295,0.079577223,0.086031517,2517,N_236
646,2007.915039,2008.328735,N,15-49,DHS,UW,0.0351800,0.063127594,,0.063127594,,N,,N,,N,,None,None,N,,N,0.003937255,0.010304697,0,0.115893149,0.174354911,,2524,N_237
678,2008.668457,2009.082153,N,15-49,DHS,UW,0.1545721,0.005967998,,,0.086963975,N,,N,,N,,None,None,N,,N,0.012473702,0.003274038,0.011093295,0.095759942,0.553167559,0.140463772,2556,N_238
688,2005.747925,2006.082153,N,15-49,MICS,UW,0.2880136,0.030852849,,0.030852849,,N,,N,,N,,None,None,N,,Y,0.012160792,0.003500321,0,0.07314319,0.15158502,,2557,N_239
528,1982,1983,N,15-49,National survey,UW,0.4954667,0.035533333,,0.035533333,,N,,N,,N,,+,None,N,,N,,,,,,,2728,N_240
840,1982,1983,N,15-49,National survey,UW,,,0.405350704,,,N,,N,,N,,?,None,N,,N,,,,,,,2733,N_241
124,1984,1985,N,15-49,National survey,UW,0.5891794,0.018885088,,0.018885088,,N,,N,,N,,+,None,N,,N,,,,,,,2740,N_242
404,1984,1985,N,15-49,Other,UW,0.0432149,0.059669442,,0.059669442,,N,,N,,N,,None,None,N,,N,,,,,,,2743,N_243
724,1985,1986,N,15-49,National survey,UW,0.1036184,0.022084979,,0.022084979,,N,,N,,N,,+,None,N,,N,,,,,,,2756,N_244
600,1987,1988,N,15-49,Other,UW,0.0040000,0.012,,,0.088064356,N,,N,,N,,?,None,Y,,N,,,,,,,2772,N_245
528,1988,1989,N,15-49,National survey,UW,0.5373756,0.04877225,,0.04877225,,N,,N,,N,,+,None,N,,N,,,,,,,2785,N_246
748,1988.750732,1989.013672,N,15-49,National survey,UW,0.0463886,0.023212707,,0.023212707,,N,,N,,N,,None,None,N,,N,,,,,,,2791,N_247
840,1988,1989,N,15-49,National survey,UW,,,0.461017007,,,N,,N,,N,,?,None,N,,N,,,,,,,2792,N_248
270,1990,1991,N,15-49,National survey,UW,0.0530710,0.023142012,,0.023142012,,N,,N,,N,,None,None,Y,,N,,,,,,,2797,N_249
638,1990.199951,1990.199951,N,15-49,National survey,UW,0.3970000,0.024,,0.024,,N,,N,,N,,None,None,Y,,N,,,,,,,2800,N_250
840,1990,1991,N,15-49,National survey,UW,,,0.466149635,,,N,,N,,N,,?,None,N,,N,,,,,,,2801,N_251
180,1991,1992,N,15-49,National survey,UW,0.0113608,0.03659808,,0.03659808,,N,,N,,N,,?,None,N,,N,,,,,,,2808,N_252
480,1991.246582,1991.662964,N,15-49,Other,UW,,,0.010525301,,,N,,N,,N,,?,None,N,,N,,,,,,,2813,N_253
203,1993.084961,1993.493164,N,15-49,Other,UW,0.2754648,0.121722656,,0.121722656,,N,,N,,N,,?,None,N,,N,,,,,,,2829,N_254
388,1993,1994,N,15-49,Other,UW,0.1684775,0.00527339,,0.00527339,,N,,N,,N,,None,None,N,,N,,,,,,,2830,N_255
100,1995,1996,N,15-49,National survey,UW,0.2990000,0.2,,0.2,,N,,N,,N,,?,None,N,,N,,,,,,,2851,N_256
840,1995,1996,N,15-49,National survey,UW,,,0.523546602,,,N,,N,,N,,?,None,N,,N,,,,,,,2861,N_257
388,1997.580811,1997.997314,N,15-49,Other,UW,0.1870017,0.003362903,,0.003362903,,N,,N,,N,,None,None,N,,N,,,,,,,2876,N_258
826,1998,1999,N,15-49,National survey,UW,0.5267564,0.013512804,,0.013512804,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,2885,N_259
724,1999,2000,N,15-49,National survey,UW,0.3699651,0.026024048,,0.026024048,,N,,N,,N,,None,None,N,,N,,,,,,,2890,N_260
826,1999,2001,N,15-49,National survey,UW,0.6900000,0.076963696,,0.076963696,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,2891,N_261
894,1999.747925,1999.830078,N,15-49,Other,FM,,,0.08991,,,N,,N,,N,,None,None,N,,N,,,,,,,2892,N_262
826,2000.416382,2001.243896,N,15-49,National survey,UW,0.5904348,0.037391304,,0.037391304,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,2905,N_263
826,2001.413696,2002.243896,N,15-49,National survey,UW,0.5973762,0.044752475,,0.044752475,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,2914,N_264
108,2002,2003,N,15-49,National survey,UW,0.0378560,0.032144,,0.032144,,N,,N,,N,,None,None,N,,N,,,,,,,2919,N_265
388,2002,2004,N,15-49,Other,UW,0.1700000,0.006,,0.006,,N,,N,,N,,None,None,N,,N,,,,,,,2922,N_266
480,2002,2003,N,15-49,National survey,UW,0.0332443,8.62E-04,,8.62E-04,,N,,N,,N,,None,None,N,,N,,,,,,,2924,N_267
826,2002,2004,N,15-49,National survey,UW,0.5473006,0.03190184,,0.03190184,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,2927,N_268
840,2002,2003,N,15-49,National survey,UW,0.4333436,0.051609601,,0.051609601,,N,,N,,N,,?,None,N,,N,,,,,,,2928,N_269
826,2003,2005,N,15-49,National survey,UW,0.6047533,0.017376655,,0.017376655,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,2933,N_270
826,2004,2006,N,15-49,National survey,UW,0.5981132,0.05,,0.05,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,2938,N_271
132,2005.49585,2005.997314,N,15-49,DHS,UW,0.3057606,0.009486789,,0.009486789,,N,,N,,N,,None,None,N,,N,,,,,,,2942,N_272
826,2005,2007,N,15-49,National survey,UW,0.5814063,0.041445313,,0.041445313,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,2944,N_273
558,2006.665771,2007.32605,N,15-49,Other,UW,0.1784690,0.00911657,,,0.03168208,N,,N,,N,,None,None,N,,N,,,,,,,2948,N_274
76,2006.832886,2007.408203,N,15-49,National survey,UW,0.4392018,0.009906015,,0.009906015,,N,,N,,N,,None,None,N,,N,,,,,,,2952,N_275
90,2006.769897,2007.32605,N,15-49,National survey,UW,0.0653579,0.026380839,,0.026380839,,N,,N,,N,,None,None,Y,,N,,,,,,,2953,N_276
246,1999,2000,N,15-49,National survey,UW,0.6721763,0.052341598,,0.052341598,,N,,N,,N,,+,None,N,,N,,,,,,,3092,N_277
250,1977.915039,1978.997314,N,15-49,Other,UW,0.4146276,0.106425287,,0.106425287,,N,,N,,N,,+,None,N,,N,,,,,,,3095,N_278
296,2000,2001,N,15-49,National survey,UW,,,0.22188024,,,N,,N,,N,,None,None,N,,N,,,,,,,3112,N_279
320,2008.750732,2009.493164,N,15-49,Other,UW,0.0715361,0.00575082,,0.00575082,,N,,N,,N,,None,None,N,,N,,,,,,,3119,N_280
388,2008.416382,2009.32605,N,15-49,Other,UW,0.2073544,0.015094737,,0.015094737,,N,,N,,N,,None,None,N,,N,,,,,,,3168,N_281
528,1998.328735,1998.49585,N,15-49,National survey,UW,,,0.38,,,N,,N,,N,,+,None,N,,N,,,,,,,3231,N_282
528,2003.084961,2003.328735,N,15-49,National survey,UW,,,0.43,,,N,,N,,N,,+,None,N,,N,,,,,,,3233,N_283
584,2007.104126,2007.430176,N,15-49,National survey,UW,0.1755495,0.008085893,,0.008085893,,N,,N,,N,,None,None,Y,,N,,,,,,,3259,N_284
598,2006.747925,2007.082153,N,15-49,National survey,UW,0.0318674,0.01848311,,0.01848311,,N,,N,,N,,None,None,N,,N,,,,,,,3267,N_285
608,1995,1996,N,15-49,National survey,UW,0.0033581,0.001155434,,0.001155434,,N,,N,,N,,None,None,N,,N,,,,,,,3269,N_286
608,1996,1997,N,15-49,National survey,UW,0.0058959,3.16E-04,,3.16E-04,,N,,N,,N,,None,None,N,,N,,,,,,,3270,N_287
608,1997,1998,N,15-49,National survey,UW,0.0517326,0.002271432,,0.002271432,,N,,N,,N,,None,None,N,,N,,,,,,,3271,N_288
608,1999,2000,N,15-49,National survey,UW,0.0308778,0.001002297,,0.001002297,,N,,N,,N,,None,None,N,,N,,,,,,,3273,N_289
608,2001,2002,N,15-49,National survey,UW,0.0099931,0.003496568,,0.003496568,,N,,N,,N,,None,None,N,,N,,,,,,,3275,N_290
608,2002,2003,N,15-49,National survey,UW,0.0095347,0,,0,,N,,N,,N,,None,None,N,,N,,,,,,,3276,N_291
608,2004,2005,N,15-49,National survey,UW,0.0163062,0.002343602,,0.002343602,,N,,N,,N,,None,None,N,,N,,,,,,,3278,N_292
608,2005,2006,N,15-49,National survey,UW,0.0141530,0.002850612,,0.002850612,,N,,N,,N,,None,None,N,,N,,,,,,,3279,N_293
798,2007.479492,2007.794556,N,15-49,National survey,UW,0.0524545,0.003636364,,0.003636364,,N,,N,,N,,None,None,Y,,N,,,,,,,3329,N_294
882,2009.580811,2009.745239,N,15-49,DHS,UW,0.0193827,0.005048884,,0.005048884,,N,,N,,N,,None,None,Y,,N,,,,,,,3358,N_295
